Wall time,Step,Value
1715875115.9360836,0,-0.25686460733413696
1715875120.8442543,1,-0.1604519635438919
1715875125.59192,2,-0.16728104650974274
1715875130.3225121,3,-0.08021505922079086
1715875134.7111483,4,0.06308887153863907
1715875139.1362226,5,0.1782226860523224
1715875143.5859816,6,0.36519017815589905
1715875148.0438528,7,0.5219439268112183
1715875152.5309858,8,0.5671676993370056
1715875157.0435836,9,0.6906847357749939
1715875161.6138184,10,0.48925313353538513
1715875166.1595175,11,0.8488405346870422
1715875170.7990482,12,0.8909845352172852
1715875175.397048,13,1.2372636795043945
1715875180.0013804,14,0.8240209221839905
1715875184.5930278,15,1.4474434852600098
1715875189.2221463,16,1.0038331747055054
1715875193.7668939,17,1.2455557584762573
1715875198.3430274,18,1.2224823236465454
1715875202.8977923,19,1.4752917289733887
1715875207.482117,20,1.9223952293395996
1715875212.0684886,21,2.1950814723968506
1715875216.6023657,22,1.787261962890625
1715875221.16341,23,2.188920497894287
1715875225.8086498,24,2.3434581756591797
1715875230.3423083,25,2.726949691772461
1715875234.922541,26,2.2859344482421875
1715875239.456066,27,2.718883991241455
1715875244.0774853,28,2.3515188694000244
1715875248.6799622,29,4.419882774353027
1715875253.3153784,30,3.5223135948181152
1715875257.8571723,31,2.065673828125
1715875262.4248054,32,1.9542529582977295
1715875267.0364604,33,3.186052083969116
1715875271.560032,34,2.251102924346924
1715875276.152014,35,4.965975284576416
1715875280.7775028,36,2.6323838233947754
1715875285.4091172,37,3.9670865535736084
1715875290.0226424,38,3.967052459716797
1715875294.5980763,39,3.996515989303589
1715875299.1224592,40,3.3358325958251953
1715875303.7121227,41,3.4344534873962402
1715875308.2373326,42,4.327122688293457
1715875312.7633495,43,5.93980073928833
1715875317.3101401,44,4.144077301025391
1715875321.898452,45,4.20556116104126
1715875326.4041245,46,3.4116933345794678
1715875330.9549994,47,4.38519287109375
1715875335.5076466,48,5.2539381980896
1715875340.1081145,49,4.365791320800781
1715875344.633981,50,4.810730934143066
1715875349.250246,51,4.895370960235596
1715875353.7637908,52,4.426733493804932
1715875358.3401737,53,4.86095666885376
1715875362.8311422,54,5.74744176864624
1715875367.364524,55,4.9257049560546875
1715875371.9213347,56,4.378318786621094
1715875376.4341228,57,4.355698585510254
1715875381.0152204,58,4.470861911773682
1715875385.5536346,59,5.105823993682861
1715875390.1243489,60,5.797821521759033
1715875394.6263769,61,4.119194507598877
1715875399.272057,62,4.418715476989746
1715875403.791565,63,5.173261642456055
1715875408.3856277,64,7.5236711502075195
1715875412.9688072,65,4.534976482391357
1715875417.5464303,66,4.281165599822998
1715875422.0244126,67,5.210386753082275
1715875426.5685694,68,4.968803882598877
1715875431.0758893,69,4.31723690032959
1715875435.6921034,70,3.711211919784546
1715875440.2348583,71,4.374256134033203
1715875444.745633,72,3.5660476684570312
1715875449.301809,73,5.127464294433594
1715875453.9264615,74,4.995181083679199
1715875458.4940808,75,4.119812965393066
1715875463.0606854,76,3.6230340003967285
1715875467.5972557,77,4.1762237548828125
1715875472.2355402,78,4.157599925994873
1715875476.8830194,79,5.0499587059021
1715875481.475251,80,6.573451519012451
1715875486.0590856,81,5.979267597198486
1715875490.6650648,82,6.740930080413818
1715875495.300617,83,7.610682964324951
1715875499.8812678,84,5.6124749183654785
1715875504.4567614,85,4.977084636688232
1715875509.008615,86,3.4920430183410645
1715875513.6386974,87,4.365242004394531
1715875518.1875865,88,5.030229568481445
1715875522.7280931,89,4.7845330238342285
1715875527.3139431,90,5.5763959884643555
1715875531.9370255,91,6.190389633178711
1715875536.5233471,92,5.461019992828369
1715875541.0913737,93,4.840330600738525
1715875545.6444173,94,4.4079437255859375
