Wall time,Step,Value
1715875115.933214,0,-0.00398220494389534
1715875120.8416026,1,-0.003993055783212185
1715875125.5889103,2,-0.0040509263053536415
1715875130.3196163,3,-0.004123263992369175
1715875134.708176,4,-0.004166667349636555
1715875139.1333854,5,-0.004166667349636555
1715875143.5831988,6,-0.004166667349636555
1715875148.041024,7,-0.004166667349636555
1715875152.5283372,8,-0.004166667349636555
1715875157.0404344,9,-0.004166667349636555
1715875161.6110096,10,-0.004166667349636555
1715875166.1567516,11,-0.004166667349636555
1715875170.7965858,12,-0.004166667349636555
1715875175.3942046,13,-0.004166667349636555
1715875179.998263,14,-0.004166667349636555
1715875184.5901482,15,-0.004166667349636555
1715875189.2194695,16,-0.004166667349636555
1715875193.764056,17,-0.004166667349636555
1715875198.3401504,18,-0.004166667349636555
1715875202.8946927,19,-0.004166667349636555
1715875207.4793677,20,-0.004166667349636555
1715875212.0655992,21,-0.004166667349636555
1715875216.5997472,22,-0.004166667349636555
1715875221.1604676,23,-0.004166667349636555
1715875225.8055587,24,-0.004166667349636555
1715875230.3394365,25,-0.004166667349636555
1715875234.9196625,26,-0.004166667349636555
1715875239.4532192,27,-0.004166667349636555
1715875244.0744362,28,-0.004166667349636555
1715875248.6773536,29,-0.004166667349636555
1715875253.3125374,30,-0.004166667349636555
1715875257.8542836,31,-0.004166667349636555
1715875262.4217288,32,-0.004131944850087166
1715875267.0335956,33,-0.004166667349636555
1715875271.5572138,34,-0.004166667349636555
1715875276.1492755,35,-0.004166667349636555
1715875280.774651,36,-0.004166667349636555
1715875285.4064448,37,-0.004166667349636555
1715875290.0191772,38,-0.004166667349636555
1715875294.595343,39,-0.004166667349636555
1715875299.1196523,40,-0.004166667349636555
1715875303.7092881,41,-0.004166667349636555
1715875308.2341876,42,-0.004166667349636555
1715875312.7608237,43,-0.004166667349636555
1715875317.307551,44,-0.004166667349636555
1715875321.8955972,45,-0.004166667349636555
1715875326.4013627,46,-0.004166667349636555
1715875330.952134,47,-0.004166667349636555
1715875335.5043714,48,-0.004166667349636555
1715875340.1048253,49,-0.004166667349636555
1715875344.631046,50,-0.004166667349636555
1715875349.2474248,51,-0.004108796827495098
1715875353.7608914,52,-0.004166667349636555
1715875358.3374128,53,-0.004166667349636555
1715875362.828439,54,-0.004166667349636555
1715875367.3613956,55,-0.004166667349636555
1715875371.9185245,56,-0.004166667349636555
1715875376.43101,57,-0.004166667349636555
1715875381.0122721,58,-0.004166667349636555
1715875385.5511978,59,-0.004166667349636555
1715875390.1216128,60,-0.004166667349636555
1715875394.6236148,61,-0.004166667349636555
1715875399.2690141,62,-0.004166667349636555
1715875403.788706,63,-0.004166667349636555
1715875408.3824193,64,-0.004166667349636555
1715875412.966052,65,-0.004166667349636555
1715875417.5432339,66,-0.004166667349636555
1715875422.0216854,67,-0.004166667349636555
1715875426.5660083,68,-0.004166667349636555
1715875431.073136,69,-0.004166667349636555
1715875435.6893077,70,-0.004166667349636555
1715875440.2320821,71,-0.004166667349636555
1715875444.7428315,72,-0.004166667349636555
1715875449.2986917,73,-0.004166667349636555
1715875453.924002,74,-0.004166667349636555
1715875458.4912343,75,-0.004166667349636555
1715875463.0579152,76,-0.004166667349636555
1715875467.594468,77,-0.004166667349636555
1715875472.2326014,78,-0.004166667349636555
1715875476.880443,79,-0.004166667349636555
1715875481.47245,80,-0.004166667349636555
1715875486.0563183,81,-0.004166667349636555
1715875490.662212,82,-0.004166667349636555
1715875495.2976725,83,-0.004166667349636555
1715875499.8782897,84,-0.004166667349636555
1715875504.4539926,85,-0.004166667349636555
1715875509.0055418,86,-0.004166667349636555
1715875513.6359243,87,-0.004166667349636555
1715875518.1848295,88,-0.004166667349636555
1715875522.7253397,89,-0.004166667349636555
1715875527.310771,90,-0.004166667349636555
1715875531.9345803,91,-0.004166667349636555
1715875536.52045,92,-0.004166667349636555
1715875541.0886042,93,-0.004166667349636555
1715875545.6414702,94,-0.004166667349636555
1715875550.2735946,95,-0.004166667349636555
1715875554.8449383,96,-0.004166667349636555
1715875559.3772721,97,-0.004166667349636555
1715875563.9907615,98,-0.004166667349636555
1715875568.5815659,99,-0.004166667349636555
1715875573.1397014,100,-0.004166667349636555
1715875577.7168057,101,-0.004166667349636555
1715875582.2515197,102,-0.004166667349636555
1715875586.808365,103,-0.004166667349636555
1715875591.3460424,104,-0.004166667349636555
1715875595.8486674,105,-0.004166667349636555
1715875600.3938677,106,-0.004166667349636555
1715875604.9515994,107,-0.004166667349636555
1715875609.5031846,108,-0.0040798611007630825
1715875613.9836874,109,-0.004097222350537777
1715875618.4831207,110,-0.0040798611007630825
1715875622.962343,111,-0.004108796827495098
1715875627.5342104,112,-0.004166667349636555
1715875632.0315425,113,-0.0040798611007630825
1715875636.5082362,114,-0.004108796827495098
1715875641.009494,115,-0.004108796827495098
1715875645.5233362,116,-0.004166667349636555
1715875649.9923453,117,-0.004166667349636555
1715875654.4868245,118,-0.004123263992369175
1715875658.982197,119,-0.004166667349636555
1715875663.5359538,120,-0.003993055783212185
1715875667.9853053,121,-0.004039352294057608
1715875672.4885087,122,-0.004166667349636555
1715875676.9982257,123,-0.004166667349636555
1715875681.5481722,124,-0.004166667349636555
1715875686.074043,125,-0.004166667349636555
1715875690.5921843,126,-0.004166667349636555
1715875695.0718794,127,-0.004166667349636555
1715875699.6612577,128,-0.004166667349636555
1715875704.214274,129,-0.004166667349636555
1715875708.7237034,130,-0.0040798611007630825
1715875713.2362072,131,-0.0040798611007630825
1715875717.7249258,132,-0.004166667349636555
1715875722.228256,133,-0.004166667349636555
1715875726.7241638,134,-0.004166667349636555
1715875731.2271428,135,-0.004166667349636555
1715875735.7536287,136,-0.004166667349636555
1715875740.3593688,137,-0.004108796827495098
1715875744.8573368,138,-0.004166667349636555
1715875749.3814702,139,-0.004166667349636555
1715875753.9240127,140,-0.004166667349636555
1715875758.4935627,141,-0.004166667349636555
1715875763.0563207,142,-0.004166667349636555
1715875767.553512,143,-0.004166667349636555
1715875771.9859693,144,-0.004166667349636555
1715875776.5056267,145,-0.004166667349636555
1715875780.9792624,146,-0.004166667349636555
1715875785.4747424,147,-0.004166667349636555
1715875789.9466326,148,-0.004166667349636555
1715875794.5217855,149,-0.004166667349636555
1715875799.0835433,150,-0.004166667349636555
1715875803.6429467,151,-0.004166667349636555
1715875808.15349,152,-0.004166667349636555
1715875812.7794986,153,-0.004123263992369175
1715875817.3710065,154,-0.004166667349636555
1715875821.9860075,155,-0.004166667349636555
1715875826.5292022,156,-0.004166667349636555
1715875830.9917622,157,-0.004166667349636555
1715875835.6430147,158,-0.004166667349636555
1715875840.2299478,159,-0.004166667349636555
1715875844.7848213,160,-0.004166667349636555
1715875849.404338,161,-0.004166667349636555
1715875854.0619426,162,-0.004166667349636555
1715875858.6669168,163,-0.004166667349636555
1715875863.2722783,164,-0.004166667349636555
1715875867.823207,165,-0.004166667349636555
1715875872.4695466,166,-0.004166667349636555
1715875877.0100672,167,-0.004166667349636555
1715875881.5555322,168,-0.004166667349636555
1715875886.0896358,169,-0.004166667349636555
1715875890.6899917,170,-0.004166667349636555
1715875895.2482736,171,-0.004166667349636555
1715875899.8013692,172,-0.004166667349636555
1715875904.3317943,173,-0.004166667349636555
1715875908.8985028,174,-0.004166667349636555
1715875913.4298232,175,-0.003993055783212185
1715875917.9878833,176,-0.004166667349636555
1715875922.5226905,177,-0.004123263992369175
1715875927.0651033,178,-0.0040798611007630825
1715875931.581132,179,-0.004166667349636555
1715875936.075301,180,-0.003993055783212185
1715875940.5886126,181,-0.0040798611007630825
1715875945.1653914,182,-0.004166667349636555
1715875949.767447,183,-0.004166667349636555
1715875954.2316155,184,-0.004166667349636555
1715875958.8037288,185,-0.003993055783212185
1715875963.3713243,186,-0.004166667349636555
1715875967.9325325,187,-0.004166667349636555
1715875972.4804788,188,-0.004166667349636555
1715875976.9712803,189,-0.004166667349636555
1715875981.4576354,190,-0.0038194446824491024
1715875985.9483771,191,-0.004166667349636555
1715875990.4065113,192,-0.004166667349636555
1715875994.928069,193,-0.003906250465661287
1715875999.437691,194,-0.004166667349636555
1715876003.973375,195,-0.004166667349636555
