Wall time,Step,Value
1715869076.6950943,0,-0.00027777778450399637
1715869080.8566852,1,-0.0003993055725004524
1715869084.8184948,2,-0.00041666667675599456
1715869088.8772585,3,-0.00041666667675599456
1715869092.752244,4,-0.00041666667675599456
1715869096.8322427,5,-0.00041666667675599456
1715869100.7288759,6,-0.00041666667675599456
1715869104.5766098,7,-0.00041666667675599456
1715869108.4826381,8,-0.00041666667675599456
1715869112.3923428,9,-0.00041666667675599456
1715869116.3155653,10,-0.00041666667675599456
1715869120.1912694,11,-0.00041666667675599456
1715869124.1208382,12,-0.00041666667675599456
1715869128.2012413,13,-0.00041666667675599456
1715869132.1139407,14,-0.00041666667675599456
1715869136.0719068,15,-0.00041666667675599456
1715869139.9836855,16,-0.00041666667675599456
1715869143.8523993,17,-0.00041666667675599456
1715869147.707898,18,-0.00041666667675599456
1715869151.5847716,19,-0.00041666667675599456
1715869155.5130975,20,-0.00041666667675599456
1715869159.6476932,21,-0.00041666667675599456
1715869163.5610445,22,-0.00041666667675599456
1715869167.4235144,23,-0.00041666667675599456
1715869171.3213716,24,-0.00041666667675599456
1715869175.1680763,25,-0.00041666667675599456
1715869179.0595086,26,-0.00041666667675599456
1715869182.9840732,27,-0.00041666667675599456
1715869187.0782473,28,-0.00041666667675599456
1715869191.0181239,29,-0.00041666667675599456
1715869194.8977833,30,-0.00041666667675599456
1715869198.7484686,31,-0.00041666667675599456
1715869202.6600673,32,-0.00041666667675599456
1715869206.6962597,33,-0.00041666667675599456
1715869210.647739,34,-0.00041666667675599456
1715869214.6217642,35,-0.00041666667675599456
1715869218.9406238,36,-0.00041666667675599456
1715869222.9657679,37,-0.00041666667675599456
1715869226.8739448,38,-0.00041666667675599456
1715869230.7968197,39,-0.00041666667675599456
1715869234.6797178,40,-0.00041666667675599456
1715869238.5960677,41,-0.00041666667675599456
1715869242.4777248,42,-0.00041666667675599456
1715869246.4744234,43,-0.00041666667675599456
1715869250.5200665,44,-0.00041666667675599456
1715869254.5200503,45,-0.00041666667675599456
1715869258.4671278,46,-0.00041666667675599456
1715869262.3884141,47,-0.00041666667675599456
1715869266.3156238,48,-0.00041666667675599456
1715869270.26282,49,-0.00041666667675599456
1715869274.19834,50,-0.00041666667675599456
1715869278.3966124,51,-0.00041666667675599456
1715869282.3865192,52,-0.00041666667675599456
1715869286.3582623,53,-0.00041666667675599456
1715869290.2800803,54,-0.00041666667675599456
1715869294.226077,55,-0.00041666667675599456
1715869298.2099352,56,-0.00041666667675599456
1715869302.1469622,57,-0.00041666667675599456
1715869306.1730027,58,-0.00041666667675599456
1715869310.26754,59,-0.00041666667675599456
1715869314.2157977,60,-0.00041666667675599456
1715869318.1729522,61,-0.00041666667675599456
1715869322.1959023,62,-0.00041666667675599456
1715869326.1104674,63,-0.00041666667675599456
1715869330.0344555,64,-0.00041666667675599456
1715869333.9744806,65,-0.00041666667675599456
1715869338.1489022,66,-0.00041666667675599456
1715869342.0763848,67,-0.00041666667675599456
1715869346.0391495,68,-0.00041666667675599456
1715869350.0877008,69,-0.00041666667675599456
1715869354.2148316,70,-0.00041666667675599456
1715869358.3022335,71,-0.00041666667675599456
1715869362.353086,72,-0.00041666667675599456
